id,name.local,name.en,name.slug,code.id,geo.lat,geo.lon
13103-002,BALUI LAND DISTRICT,BALUI LAND DISTRICT,balui-land-district-13103-002,13103-002,2.172,114.202
13103-005,BATU LAGA LAND DISTRICT,BATU LAGA LAND DISTRICT,batu-laga-land-district-13103-005,13103-005,2.54,114.016
13103-006,DANUM LAND DISTRICT,DANUM LAND DISTRICT,danum-land-district-13103-006,13103-006,2.519,114.933
13103-001,MAMAU LAND DISTRICT,MAMAU LAND DISTRICT,mamau-land-district-13103-001,13103-001,2.711,113.772
13103-004,MURUM LAND DISTRICT,MURUM LAND DISTRICT,murum-land-district-13103-004,13103-004,2.653,114.229
13103-003,PUNAN LAND DISTRICT,PUNAN LAND DISTRICT,punan-land-district-13103-003,13103-003,3.128,114.146
