id,name.local,name.en,name.slug,code.id,geo.lat,geo.lon
10143-015,BANDAR BANTING,BANDAR BANTING,bandar-banting-10143-015,10143-015,2.811,101.5
10143-012,BANDAR JENJAROM,BANDAR JENJAROM,bandar-jenjarom-10143-012,10143-012,2.874,101.497
10143-010,BANDAR SIJANGKANG,BANDAR SIJANGKANG,bandar-sijangkang-10143-010,10143-010,2.942,101.474
10143-011,BANDAR TANJONG SEPAT,BANDAR TANJONG SEPAT,bandar-tanjong-sepat-10143-011,10143-011,2.659,101.56
10143-016,BANDAR TELOK PANGLIMA GARANG,BANDAR TELOK PANGLIMA GARANG,bandar-telok-panglima-garang-10143-016,10143-016,2.912,101.47
10143-001,MUKIM JUGRA,JUGRA,jugra-10143-001,10143-001,2.867,101.407
10143-009,MUKIM KELANANG,KELANANG,kelanang-10143-009,10143-009,2.794,101.448
10143-019,MUKIM MORIB,MORIB,morib-10143-019,10143-019,2.737,101.456
10143-002,PEKAN BUKIT CHANGGANG,PEKAN BUKIT CHANGGANG,pekan-bukit-changgang-10143-002,10143-002,2.825,101.612
10143-024,PEKAN CHODOI,PEKAN CHODOI,pekan-chodoi-10143-024,10143-024,2.842,101.441
10143-022,PEKAN JENJAROM,PEKAN JENJAROM,pekan-jenjarom-10143-022,10143-022,2.872,101.491
10143-003,PEKAN KANCHONG,PEKAN KANCHONG,pekan-kanchong-10143-003,10143-003,2.728,101.457
10143-004,PEKAN KANCHONG DARAT,PEKAN KANCHONG DARAT,pekan-kanchong-darat-10143-004,10143-004,2.777,101.472
10143-026,PEKAN KELANANG BATU ENAM,PEKAN KELANANG BATU ENAM,pekan-kelanang-batu-enam-10143-026,10143-026,2.797,101.444
10143-018,PEKAN MORIB,PEKAN MORIB,pekan-morib-10143-018,10143-018,2.747,101.446
10143-021,PEKAN PERMATANG PASIR,PEKAN PERMATANG PASIR,pekan-permatang-pasir-10143-021,10143-021,2.836,101.43
10143-025,PEKAN SIJANGKANG,PEKAN SIJANGKANG,pekan-sijangkang-10143-025,10143-025,2.94,101.456
10143-014,PEKAN SIMPANG MORIB,PEKAN SIMPANG MORIB,pekan-simpang-morib-10143-014,10143-014,2.782,101.462
10143-020,PEKAN SUNGAI MANGGIS,PEKAN SUNGAI MANGGIS,pekan-sungai-manggis-10143-020,10143-020,2.836,101.528
10143-005,PEKAN SUNGAI RABA,PEKAN SUNGAI RABA,pekan-sungai-raba-10143-005,10143-005,2.82,101.448
10143-006,PEKAN TANJONG DUABELAS,PEKAN TANJONG DUABELAS,pekan-tanjong-duabelas-10143-006,10143-006,2.855,101.515
10143-008,PEKAN TELOK,PEKAN TELOK,pekan-telok-10143-008,10143-008,2.907,101.47
10143-023,PEKAN TELOK DATOK,PEKAN TELOK DATOK,pekan-telok-datok-10143-023,10143-023,2.819,101.523
10143-013,PEKAN TONGKAH,PEKAN TONGKAH,pekan-tongkah-10143-013,10143-013,2.763,101.45
10143-017,MUKIM TANJONG DUABELAS,TANJONG DUABELAS,tanjong-duabelas-10143-017,10143-017,2.843,101.523
10143-007,MUKIM TELOK PANGLIMA GARANG,TELOK PANGLIMA GARANG,telok-panglima-garang-10143-007,10143-007,2.899,101.455
