id,name.local,name.en,name.slug,code.id,children_count.mukim,geo.lat,geo.lon
11150,Besut,Besut,besut-11150,11150,18,5.82,102.644
11151,Dungun,Dungun,dungun-11151,11151,13,4.665,103.127
11152,Hulu Terengganu,Hulu Terengganu,hulu-terengganu-11152,11152,10,5.082,102.769
11153,Kemaman,Kemaman,kemaman-11153,11153,16,4.223,103.21
11154,Kuala Nerus,Kuala Nerus,kuala-nerus-11154,11154,5,5.668,103.024
11155,Kuala Terengganu,Kuala Terengganu,kuala-terengganu-11155,11155,20,5.274,103.071
11156,Marang,Marang,marang-11156,11156,8,5.182,103.214
11157,Setiu,Setiu,setiu-11157,11157,6,5.396,102.786
