id,name.local,name.en,name.slug,code.id,geo.lat,geo.lon
0864-016,BANDAR LUMUT,BANDAR LUMUT,bandar-lumut-0864-016,0864-016,4.227,100.639
0864-011,MUKIM BERUAS,BERUAS,beruas-0864-011,0864-011,4.444,100.793
0864-008,MUKIM LEKIR,LEKIR,lekir-0864-008,0864-008,4.089,100.774
0864-014,MUKIM LUMUT,LUMUT,lumut-0864-014,0864-014,4.256,100.601
0864-010,PEKAN AYER TAWAR,PEKAN AYER TAWAR,pekan-ayer-tawar-0864-010,0864-010,4.298,100.758
0864-020,PEKAN BERUAS,PEKAN BERUAS,pekan-beruas-0864-020,0864-020,4.501,100.782
0864-003,PEKAN CHANGKAT KERUING,PEKAN CHANGKAT KERUING,pekan-changkat-keruing-0864-003,0864-003,4.376,100.687
0864-001,PEKAN DAMAR LAUT,PEKAN DAMAR LAUT,pekan-damar-laut-0864-001,0864-001,4.249,100.63
0864-002,PEKAN GURNEY,PEKAN GURNEY,pekan-gurney-0864-002,0864-002,4.222,100.746
0864-005,PEKAN KAMPONG BAHARU,PEKAN KAMPONG BAHARU,pekan-kampong-baharu-0864-005,0864-005,4.294,100.671
0864-004,PEKAN KAMPONG KOH,PEKAN KAMPONG KOH,pekan-kampong-koh-0864-004,0864-004,4.192,100.704
0864-017,PEKAN KAMPONG SITIAWAN,PEKAN KAMPONG SITIAWAN,pekan-kampong-sitiawan-0864-017,0864-017,4.243,100.694
0864-012,PEKAN PANGKOR,PEKAN PANGKOR,pekan-pangkor-0864-012,0864-012,4.211,100.574
0864-015,PEKAN PANTAI REMIS,PEKAN PANTAI REMIS,pekan-pantai-remis-0864-015,0864-015,4.458,100.63
0864-009,PEKAN PASIR BOGAK,PEKAN PASIR BOGAK,pekan-pasir-bogak-0864-009,0864-009,4.212,100.558
0864-013,PEKAN PENGKALAN BAHARU,PEKAN PENGKALAN BAHARU,pekan-pengkalan-baharu-0864-013,0864-013,4.479,100.636
0864-019,PEKAN SEGARI,PEKAN SEGARI,pekan-segari-0864-019,0864-019,4.352,100.625
0864-006,PEKAN SITIAWAN,PEKAN SITIAWAN,pekan-sitiawan-0864-006,0864-006,4.215,100.694
0864-018,PEKAN SUNGAI PINANG KECHIL,PEKAN SUNGAI PINANG KECHIL,pekan-sungai-pinang-kechil-0864-018,0864-018,4.226,100.574
0864-007,MUKIM PENGKALAN BAHARU,PENGKALAN BAHARU,pengkalan-baharu-0864-007,0864-007,4.402,100.648
0864-021,MUKIM SITIAWAN,SITIAWAN,sitiawan-0864-021,0864-021,4.281,100.735
