id,name.local,name.en,name.slug,code.id,geo.lat,geo.lon
0773-001,MUKIM 1,1,1-0773-001,0773-001,5.421,100.302
0773-004,MUKIM 17,17,17-0773-004,0773-004,5.417,100.32
0773-015,MUKIM 18,18,18-xx-372,0773-015,5.429,100.349
0773-002,MUKIM 2,2,2-0773-002,0773-002,5.44,100.312
0773-014,MUKIM 4,4,4-xx-246,0773-014,5.371,100.359
0773-013,MUKIM 8,8,8-xx-230,0773-013,5.31,100.365
0773-010,BANDAR AYER ITAM,BANDAR AYER ITAM,bandar-ayer-itam-0773-010,0773-010,5.405,100.282
0773-009,BANDAR BATU FERRINGGI,BANDAR BATU FERRINGGI,bandar-batu-ferringgi-0773-009,0773-009,5.475,100.26
0773-011,BANDAR BUKIT BENDERA,BANDAR BUKIT BENDERA,bandar-bukit-bendera-0773-011,0773-011,5.42,100.272
0773-007,BANDAR GEORGE TOWN,BANDAR GEORGE TOWN,bandar-george-town-0773-007,0773-007,5.41,100.31
0773-005,BANDAR GLUGOR,BANDAR GLUGOR,bandar-glugor-0773-005,0773-005,5.366,100.304
0773-012,BANDAR JELUTONG,BANDAR JELUTONG,bandar-jelutong-0773-012,0773-012,5.391,100.311
0773-006,BANDAR TANJONG BUNGAH,BANDAR TANJONG BUNGAH,bandar-tanjong-bungah-0773-006,0773-006,5.465,100.288
0773-008,BANDAR TANJONG PINANG,BANDAR TANJONG PINANG,bandar-tanjong-pinang-0773-008,0773-008,5.454,100.31
0773-003,BANDAR TANJONG TOKONG,BANDAR TANJONG TOKONG,bandar-tanjong-tokong-0773-003,0773-003,5.455,100.304
